id,relevance
1,2.158409869426112
4,1.9878377271133558
5,2.1783266802630905
6,2.5136986682601865
7,2.271115444848374
8,2.1984498229053697
10,2.210074008323086
11,2.427813161663976
12,2.241521245779849
13,2.737425751498411
14,2.2418818666442037
15,2.482411324927711
19,2.4119352909195944
22,2.3397229388671024
24,2.3746727248585864
25,2.1617483359586434
26,2.140978224534898
28,2.3083536553715414
29,2.2678569444342687
30,2.3145548657996793
31,2.51700643194512
32,2.5561659985268848
33,2.037047218971319
36,2.3424452829679847
39,2.403704945689377
40,2.474851338116008
41,2.0661326640832787
42,2.590310552995056
43,2.4250672493152257
44,2.52193795910865
45,2.4813997999233024
46,2.5807068023800035
47,2.2525563381009874
49,2.3074401368372683
50,2.3999532383207285
52,2.3721161529326036
53,2.247464040735825
54,2.1381628530476986
55,2.1015795964472384
56,2.426935756308594
57,2.2498402519762637
58,2.226509592647325
59,2.3264763659079284
60,2.2465242919937505
61,2.459925438759504
62,2.338415082147899
63,2.5822925103828056
64,2.595960136446264
66,2.517831364477965
67,2.310521682638189
68,2.1784840833545376
70,2.205057506824777
71,2.4234668280014287
72,2.3763240078854624
73,2.013193917256188
74,2.14397971340048
76,2.092056517641145
77,2.061156527890997
78,2.2147942496811277
79,1.9935061445091957
80,1.9752929400414485
82,2.242105712381824
83,2.425153440164135
84,2.039875495566346
86,2.2075551462589558
87,2.4834451828158084
89,2.3426449423079507
91,2.329980033825856
93,1.9110468262726978
94,1.952137053322833
95,2.113720654860802
96,1.9596360390356362
97,1.8849552148296655
98,2.1288683963362693
99,1.9689495378169855
100,2.231630354167783
102,2.379003048728644
103,1.9991531463151413
104,1.846024182537942
107,2.6402993401545496
108,2.1422702632174864
109,2.496772720265387
110,2.573221214047388
111,2.460007558346679
112,2.1832062051079406
115,2.5339642910957236
116,2.469203619739669
118,2.682996663762003
119,2.338498139613235
121,2.1764155826237683
124,2.3321759325912597
126,2.494067425994483
128,2.1603718918900414
129,2.295457516126314
130,2.4783512771703533
131,2.289788047239515
132,2.4467048268271228
133,2.53448479342497
134,2.365229183023808
135,2.387793214715723
137,2.3974145286832744
139,2.3975333618104497
140,2.002197690972909
141,2.210366755680953
142,2.142816343723704
144,2.246790587282927
145,2.3199683810009226
146,1.9574382343904095
148,1.870187181914043
151,2.519974666981154
152,2.3238615071362156
153,2.3815134972443146
154,2.2471830237917354
155,2.2549831179331705
156,2.3219053796411293
159,2.0713714520068427
160,2.2722835228830496
161,2.3294589668340855
163,2.233656922243804
167,2.3448373099523874
168,2.4877545397830465
169,2.255587051006014
170,2.4536655159382965
171,2.562652339403603
173,2.3621271331054237
174,2.341079648654592
175,2.3606510164708694
176,2.2625779008215305
180,2.3981233344572237
183,2.232233636597761
184,2.252032050225687
185,2.361316205801785
187,2.1213734360335024
188,2.1540478061102997
189,1.9397280297378758
190,2.068099063117632
192,2.391095741248045
194,2.356968758511834
196,2.296235591921018
197,1.9911466633739026
198,2.6328387564691633
199,2.5941059731044662
200,2.533564861701882
204,2.3954929708213624
206,2.49023973214725
207,2.63012883485046
208,2.604386284779352
209,2.302024223444867
211,2.6271321002544514
212,2.4947077779097295
213,2.5338652231339758
216,2.258331224279639
217,2.1005664515737514
218,2.251482608304486
219,2.3822865991286424
220,2.234516492238271
221,2.6441295843114125
222,2.241688421288792
224,2.2994197828957494
225,2.5651938682096542
228,2.6315166299627792
229,2.6063066946473055
230,2.259491108076707
231,2.323464451215851
232,2.4590830315707577
234,2.579799962335577
235,2.5367737676102156
236,2.46050109152943
237,2.492628679588497
238,2.349419555909002
239,2.5304901559678004
240,2.269439230788765
242,2.4060236595731572
243,2.4834010787666294
244,2.239347552057911
246,2.6555187309421258
247,2.5916036049996833
248,2.2584273579444023
249,2.0338279173245604
250,2.138474833923785
251,2.6251034544657403
252,2.367545172510121
253,2.221798271017957
254,2.017749979622861
256,2.1679747000593066
258,2.108667538626496
260,2.3335147159363285
262,2.2656490161137763
263,2.464591875265492
264,2.093640653065345
265,1.9379933424522289
267,2.468336426903713
268,2.5694760017976463
269,2.4099998921274732
271,2.172435813737152
273,2.4047083166312087
274,2.1051046952924994
277,2.5737349913079535
278,2.491036355777818
279,1.9853455416772936
280,2.511253762248463
281,2.563070956432702
282,2.6620825311362757
283,2.1015824722646537
285,2.573762869089187
286,2.348988768036377
287,2.0156070313390497
288,2.445298684583572
289,2.409095347530414
291,2.616080457667187
292,2.648342228165851
295,2.431492825561005
296,2.4509630913037426
298,2.559974083188572
299,2.585469000868543
300,2.516967613855539
301,2.2894833501133904
302,2.603651235025959
303,2.140399175682082
304,2.064008994546917
306,2.58009102857631
307,2.4914290792885865
308,2.42528571195985
309,2.451454064957992
310,2.585758769134862
311,2.585223879643925
312,2.451361588575268
313,2.4719384032362166
315,2.6060552320515544
316,2.5656252059446008
317,2.1967240101835754
320,2.5904926285962695
321,2.5339958285847537
322,2.4017297848987837
324,2.4360522337545625
325,2.418418009122157
326,2.234837063039263
328,2.578679754216382
329,2.4445342779328794
330,2.6588467170047214
332,2.360609498076024
333,2.1319880762867136
336,2.1887187952791027
337,2.4463598771046913
338,2.529904772172819
339,2.288274337754907
342,2.4895748855597404
344,2.299745892769389
345,2.477540156135799
348,2.4966077811520337
349,2.462283461011438
352,2.381639732250312
353,2.534236891147283
356,2.3946745007396384
357,2.3712302725468284
358,2.428325833936838
360,2.2061920288385446
362,1.9193920618004272
364,2.3970284037426
366,2.3564299032063616
367,2.5372639295533608
368,2.335893797652216
369,2.477815194831022
370,2.536166858777998
371,2.615354378318924
372,2.3090048516658546
376,2.340364182761492
377,2.4767275757469775
378,2.507536885056167
379,2.326485355399048
380,2.144317447512199
381,2.572992872595261
382,2.3927929292416534
383,2.1394358220381813
384,2.490461845627553
386,2.613003954027322
387,2.63513223791343
388,2.5684834226271773
390,2.2210866204650896
391,2.141862089452135
392,2.329857432911807
393,2.124981687746404
394,2.2627255524678653
395,2.6302075428878844
396,2.373791830837845
398,2.384267295774659
399,2.5016241838552524
404,2.4503919562129832
405,2.6407066878734886
406,2.633214689616017
409,2.2174485505465578
410,2.3889035067791204
412,2.47559342529851
414,2.4598645274689233
415,1.9995589232692108
416,2.4585716333329763
417,2.2168608692087917
419,2.503570545838672
420,2.3250889109975885
423,2.498455755987696
424,2.479204711059958
425,1.9818954271124567
426,2.5198825557993136
427,1.7635423126843763
428,2.4572076051793754
429,2.2885888487827994
430,1.8536473687445527
431,2.62412048628938
432,2.3828507559171372
433,2.402973506643653
434,2.4005477763179233
435,2.280347195088403
436,2.2983456219727474
437,2.4446822124713146
438,2.3714178669599653
439,2.4680878808272366
441,2.561126293653713
442,2.103996441356929
443,2.4355532560154485
448,2.2365788772555604
449,2.501469525740135
450,2.24463415705475
451,2.3184053151255712
453,2.459937216504456
457,2.078750370956225
460,2.827284309577304
462,2.6522038036192463
463,2.486936485071361
464,2.3661650511973877
465,2.4471572068717715
466,2.540153913536411
467,2.3578915185463725
471,2.596517044685608
472,2.6132439149176356
474,2.5974013968278546
477,2.258959619644604
482,2.2517772876909286
483,2.3934716893254357
484,2.4670417149905495
486,2.440134181772904
487,2.304163707478948
488,2.572015639467679
489,2.3712163869077174
490,2.371624623060726
493,2.5489179566695173
494,2.3131627935825456
495,2.347637812452374
496,2.3494840531739634
498,2.4158572054647998
499,2.399529609419739
502,2.3497129713762814
503,2.5738034030716737
504,2.791267499197244
505,2.4989595159155757
506,2.5389268894488257
507,2.592447458687351
509,2.3428292735219096
510,2.2565670475868123
512,2.2611463387529875
513,2.190051979622199
514,2.310277535243997
515,2.3463755753671034
518,1.9199976881013474
519,2.4075361858857764
520,2.245573152440623
521,2.4817014906445776
522,2.2751888450304527
523,2.2529399732004878
525,2.486017554917704
526,2.451089967116638
527,2.6836847907280257
528,2.492586080887308
529,2.2327529634460435
530,2.187527322291001
531,2.342124499929602
532,2.4892428778674627
534,2.2486522400971207
535,2.463535254811471
537,2.572881846130353
538,2.3379464964152534
539,2.509478887245219
540,2.4628490494773243
541,2.3437255635807928
543,2.3194904024929075
545,2.2786824205509366
546,2.4626481485131815
547,2.4106408467250544
548,2.4964155115079354
550,2.506980647268632
552,2.48193203268861
553,2.4502742704246003
554,2.3768733874479264
555,2.3437554693785785
556,2.5750725226746973
558,2.3005176484267773
560,2.5178729889301557
561,2.3721744532366977
564,2.4730712496628318
565,2.401748117665237
566,2.628589109134813
567,2.268139592056097
569,2.166167686310389
570,2.3152169992583422
574,2.206913049743152
575,2.3159166705068626
577,1.9805730542454343
578,2.3395549410783687
579,2.184886834642645
580,2.2250273443540056
586,2.573357851775873
587,2.4250265561908684
588,2.0404801662583174
589,2.5407442975596606
590,2.3665069851723386
592,2.4859130440834214
594,2.373825822927565
596,2.490939243539311
597,2.522273132206748
598,2.4950119479469173
599,2.339702074643302
601,2.4185696305820956
602,2.503393143607104
603,2.54722562450588
604,2.3316482053971006
607,2.338439791979133
608,2.4676618461625273
609,2.0435279200287955
610,2.4014807200922315
612,2.319180055166134
613,2.2185168789778658
614,1.9034674295615421
615,2.2756156731712087
616,2.4200184013445036
617,2.296095391821912
618,2.451783908905413
620,2.343645382999234
621,2.1287508812815865
622,2.5393292527858713
623,2.0210882267109476
624,2.5385760648257887
625,2.0401042569551526
627,2.3320451630738046
628,2.160201110085115
629,2.3516324995163855
631,2.316246553243823
632,2.2172775696644442
633,2.253524903987061
638,2.455585288224888
639,2.2399392433395677
641,2.068577272768475
645,2.533446305062714
647,2.4154561993855657
648,2.2846920250988645
649,2.2991274503972887
650,2.5075371227354726
651,2.3878702939442844
654,2.4823501273472868
655,2.4233009835141415
656,2.2231921445779435
657,2.7491770857211155
658,2.4577487096785937
664,2.3171847403346235
665,2.315737414260064
667,2.2059445062086533
