id,relevance
1,2.08900971
4,2.148411625
5,1.968140418
6,2.757265373
7,2.295335742
8,1.984748694
10,2.547309496
11,2.745031694
12,2.277729719
13,2.816246819
14,2.755335164
15,2.353741028
19,2.222118514
22,2.741841567
24,2.507022199
25,1.850524153
26,2.053560312
28,2.353117254
29,2.368735846
30,2.260777709
31,2.574531081
32,2.53547269
33,2.282081112
36,2.333395503
39,2.358039575
40,2.671374603
41,2.81209599
42,2.47221627
43,2.750782904
44,2.312567296
45,2.413888664
46,2.367755618
47,2.06364318
49,2.316300273
50,2.459971924
52,2.313609211
53,2.203575205
54,2.290070769
55,2.386898097
56,2.775140281
57,2.097832948
58,2.094958361
59,2.152537664
60,1.862824872
61,2.530546915
62,2.475110922
63,2.509180826
64,2.563698999
66,2.673533056
67,2.165463365
68,2.01283159
70,1.482597277
71,2.313226007
72,1.97809941
73,1.919833709
74,2.228301936
76,2.164521325
77,2.282633391
78,1.987891605
79,1.845634609
80,2.106617155
82,2.702875356
83,2.328843445
84,1.938415661
86,2.130407207
87,2.457036419
89,2.339223501
91,2.009719495
93,1.598003989
94,2.018142139
95,2.047133928
96,1.892316846
97,1.842341431
98,2.083647638
99,1.751773485
100,2.732321368
102,2.389160184
103,1.843581743
104,1.824842646
107,2.539440526
108,2.278973401
109,2.731944077
110,2.387920153
111,2.387920153
112,2.128674755
115,2.272400426
116,2.465218545
118,2.450650743
119,2.52537516
121,2.371443523
124,2.58952291
126,2.422147587
128,1.892507583
129,2.384025578
130,2.445831201
131,2.282756614
132,2.302220034
133,2.744137162
134,2.069500787
135,2.380689061
137,2.416515246
139,2.661982731
140,2.333364244
141,2.019378449
142,2.022692007
144,2.394149256
145,2.673081259
146,1.652206908
148,1.898479562
151,2.477522695
152,2.179472516
153,2.522373851
154,2.08038991
155,2.055169014
156,1.991203315
159,2.066553365
160,2.012566488
161,2.41070496
163,2.940430519
167,2.438361791
168,2.320420785
169,2.192259908
170,2.508998788
171,2.722274268
173,2.6907256
174,2.303379004
175,2.431565352
176,2.194258642
180,2.188155525
183,2.484556809
184,2.601888117
185,2.601888117
187,2.406540655
188,2.086123628
189,1.992904698
190,2.172351059
192,2.602943866
194,2.400772318
196,2.011903372
197,2.031457553
198,2.624401143
199,2.624401143
200,2.661757068
204,2.703030287
206,2.271955824
207,2.399336084
208,2.382591993
