id,relevance
1,1.993380171
4,1.985193236
5,1.991726853
6,2.584358703
7,2.20210742
8,2.103151623
10,2.501741347
11,2.502206248
12,2.116311029
13,2.924756894
14,2.516972574
15,2.395607089
19,2.620585506
22,2.689393938
24,2.445890856
25,2.079738858
26,1.964252956
28,2.448768775
29,2.085594719
30,2.121391788
31,2.628419048
32,2.735926196
33,2.017237519
36,2.364406106
39,2.241021631
40,2.748903769
41,1.961602994
42,2.388031847
43,2.784400179
44,2.35623872
45,2.620647709
46,2.415469807
47,1.980446638
49,2.233301159
50,2.425454157
52,2.278281595
53,2.303983257
54,2.192679597
55,2.633076951
56,2.684436526
57,2.096814892
58,2.161501022
59,2.09615403
60,1.790102654
61,2.724787864
62,2.443474766
63,2.53752281
64,2.662949929
66,2.615272942
67,2.349458426
68,1.947386288
70,1.980882818
71,2.253601921
72,2.006212747
73,1.942480516
74,1.972384431
76,1.962629144
77,2.010493394
78,1.866073682
79,1.944953839
80,1.908322025
82,2.269639307
83,2.267642394
84,1.906394525
86,2.335468309
87,2.415297273
89,2.24471169
91,2.00115493
93,1.757850115
94,1.947024674
95,1.93903504
96,1.930481173
97,1.978015656
98,2.027276864
99,1.992216189
100,2.401378476
102,2.126164996
103,1.990870646
104,1.974719359
107,2.503315597
108,1.975002798
109,2.523354941
110,2.403180474
111,2.403180474
112,2.056305264
115,2.232653441
116,2.565300178
118,2.608504146
119,2.539613679
121,2.618401153
124,2.606716535
126,2.324062518
128,2.085401416
129,2.499992463
130,2.314170435
131,2.204440024
132,2.229530721
133,2.525752695
134,2.163041343
135,2.354284537
137,2.241425357
139,2.302307248
140,1.870306704
141,1.998526238
142,1.853337768
144,2.561111155
145,2.603500017
146,2.025366248
148,1.966171833
151,2.358150234
152,2.009667034
153,2.374790575
154,1.82458741
155,2.018993827
156,1.899752001
159,1.904855336
160,2.013536923
161,2.256102298
163,2.51921628
167,2.349749273
168,2.358796647
169,2.102606907
170,2.47794427
171,2.570066548
173,1.953154093
174,1.896206743
175,2.130147877
176,1.981700038
180,1.958721972
183,1.949357287
184,1.977197369
185,1.977197369
187,2.401312803
188,2.055876144
189,1.948217998
190,1.937804973
192,2.027772827
194,2.28115596
196,2.026158489
197,1.99169403
198,2.945973181
199,2.945973181
200,2.747018388
204,2.591719463
206,2.486525378
207,2.323007305
208,2.310989303
209,2.175859482
211,2.582622071
212,2.411972421
213,2.600637999
216,2.453038179
217,2.380261781
218,2.404420407
219,2.40223596
220,2.194616307
221,2.290898954
222,2.20074933
224,2.132780452
225,2.382739649
228,2.352870102
229,2.487619362
230,2.729996387
231,2.150309201
232,2.150309201
234,2.756474229
235,2.756474229
236,2.39130291
237,2.39130291
238,2.633325035
239,2.188095765
240,2.273474748
242,2.573525086
243,2.334785585
244,2.351692003
246,2.444722645
247,2.278289114
248,2.020589846
249,2.278827266
250,2.010697763
251,2.464626456
252,2.293160481
253,2.111076258
254,2.119878502
256,2.515552982
258,1.975089197
260,2.127388801
262,1.960637078
263,2.391064292
264,2.010650167
265,2.068569646
267,2.653847999
268,2.436655181
269,2.167994434
271,2.340843925
273,2.28648241
274,2.150868114
277,2.486783451
278,2.029581151
279,1.905826419
280,2.616616304
281,2.742411975
282,2.752535272
283,2.577056793
285,2.621543783
286,2.427745541
287,1.985248387
288,2.366069097
289,2.366069097
291,2.304374466
292,2.27914179
295,2.339641171
296,2.339641171
298,2.228946435
299,2.351543997
300,2.336647947
301,2.665593979
302,2.731421038
303,2.095619427
304,2.063522245
306,2.344767846
307,2.404487278
308,2.330729187
309,2.23733959
310,2.418597915
311,2.40394242
312,2.618112377
313,2.315631841
315,2.291724815
316,2.298510182
317,2.112165117
320,2.372507933
321,2.617547895
322,2.447669484
