id,0
1,2.0676666666666663
4,2.239
5,2.322
6,2.478333333333333
7,2.234
8,2.3449999999999998
10,2.255666666666667
11,2.3
12,2.0989999999999998
13,2.6893333333333334
14,2.0886666666666667
15,2.533666666666667
19,2.099666666666667
22,2.5
24,2.444666666666666
25,2.1
26,2.045
28,2.578333333333333
29,2.5780000000000003
30,2.2223333333333333
31,2.2333333333333334
32,2.5776666666666666
33,2.056
36,2.411
39,2.5999999999999996
40,2.3896666666666664
41,2.1776666666666666
42,2.6559999999999997
43,2.3890000000000002
44,2.489
45,2.4116666666666666
46,2.6446666666666667
47,2.3003333333333336
49,2.177333333333334
50,2.4560000000000004
52,2.389333333333333
53,2.3893333333333335
54,2.3363333333333336
55,2.3336666666666663
56,2.4776666666666665
57,2.1439999999999997
58,2.366333333333333
59,2.1783333333333332
60,2.4003333333333337
61,2.4896666666666665
62,2.5886666666666667
63,2.456
64,2.4676666666666667
66,2.4676666666666667
67,2.1103333333333336
68,2.1333333333333333
70,2.1893333333333334
71,2.4560000000000004
72,2.2946666666666666
73,2.1056666666666666
74,2.2950000000000004
76,2.3556666666666666
77,2.2950000000000004
78,2.3340000000000005
79,1.8216666666666665
80,2.0106666666666664
82,2.1950000000000003
83,2.456
84,2.1776666666666666
86,2.3333333333333335
87,2.4560000000000004
89,2.3553333333333333
91,2.078333333333333
93,1.8450000000000002
94,1.9446666666666668
95,2.333666666666667
96,1.9229999999999998
97,1.8689999999999998
98,2.177
99,1.7916666666666667
100,2.178
102,2.322666666666667
103,1.9140000000000001
104,1.9140000000000001
107,2.3666666666666667
108,2.223
109,2.411
110,2.5443333333333333
111,2.5443333333333333
112,2.3770000000000002
115,2.3659999999999997
116,2.6670000000000003
118,2.333
119,2.2550000000000003
121,2.2226666666666666
124,2.4553333333333334
126,2.5113333333333334
128,2.0336666666666665
129,2.366333333333333
130,2.5113333333333334
131,2.467
132,2.3556666666666666
133,2.7896666666666667
134,2.310666666666667
135,2.333
137,2.489
139,2.444666666666666
140,1.8666666666666667
141,1.9989999999999999
142,2.178
144,2.256
145,2.177
146,2.2886666666666664
148,1.9663333333333333
151,2.378
152,2.333666666666667
153,2.466666666666667
154,2.143333333333333
155,2.2336666666666662
156,2.133666666666667
159,2.0663333333333336
160,2.2336666666666662
161,2.289
163,2.211333333333333
167,2.478
168,2.411
169,2.1443333333333334
170,2.2886666666666664
171,2.444
173,2.467
174,2.155333333333333
175,2.244333333333333
176,1.9886666666666666
180,2.333666666666667
183,2.2673333333333336
184,2.423
185,2.423
187,2.4886666666666666
188,2.356666666666667
189,1.7443333333333333
190,2.289
192,2.467
194,2.312
196,2.2003333333333335
197,2.211
198,2.6450000000000005
199,2.6450000000000005
200,2.255
204,2.122
206,2.433666666666667
207,2.4219999999999997
208,2.4219999999999997
209,2.395
211,2.377666666666667
212,2.2776666666666667
213,2.3556666666666666
216,2.3436666666666666
217,2.3
218,2.4223333333333334
219,2.5446666666666666
220,2.4556666666666667
221,2.5886666666666667
222,2.3336666666666663
224,2.2223333333333333
225,2.7003333333333335
228,2.7563333333333335
229,2.478333333333333
230,2.3666666666666667
231,2.4343333333333335
232,2.4343333333333335
234,2.420666666666667
235,2.420666666666667
236,2.477333333333333
237,2.477333333333333
238,2.489
239,2.278
240,2.3666666666666667
242,2.3893333333333335
243,2.4116666666666666
244,2.1003333333333334
246,2.5589999999999997
247,2.5120000000000005
248,2.166333333333333
249,2.0996666666666663
250,2.166333333333333
251,2.533666666666667
252,2.5223333333333335
253,2.044
254,2.099333333333333
256,2.4786666666666672
258,2.1559999999999997
260,2.3890000000000002
262,2.2663333333333333
263,2.366333333333333
264,2.3449999999999998
265,2.322333333333334
267,2.4450000000000003
268,2.4553333333333334
269,2.467333333333334
